wavelength	depth	relative intensity	relative intensity error	layer stack: SC (16 um), ED (65 um), D
nm	µm	%	%	martin.guttmann@fbh-berlin.de
225	6.	70.69184267653667	0.17995438856522222
225	8.	61.91545816566767	0.14253601885330613
225	10.	53.816926111256926	0.1206422264753809
225	12.	46.640344967672775	0.12993371336191584
225	14.	39.85535160572189	0.06490892933841738
225	16.	34.286514770293934	0.1160554969219994
225	21.	19.285422348803003	0.05528467671785953
225	26.	10.70528268321004	0.0392310572227624
225	31.	5.860393829830095	0.033066494858513276
225	36.	3.220098519256287	0.021061838654938964
225	41.	1.7717771045762225	0.008063097911068177
225	46.	0.9591576667460671	0.009088269114687915
225	51.	0.5198690736877122	0.002944594788523317
225	56.	0.2882501766618493	0.0074662498230583935
225	61.	0.15384226153109162	0.0025464417542802563
225	66.	0.08357153789609205	0.0005994421649439878
225	71.	0.044799603286166945	0.0010079497002758147
225	76.	0.02420099085407188	0.0001785117099783994
225	81.	0.012830026811606285	0.00029793236370669653
225	91.	0.0035381924502648947	0.00004166603091616404
225	101.	0.0009244119223906828	0.00005336852108533442
225	111.	0.00018222763164651548	0.00001395266420528343
225	121.	0.00003202305109829253	3.6174852533799572e-6
225	131.	5.165174995186691e-6	9.748744274551215e-7
225	141.	5.361510804902538e-7	0
230	0.	96.56499851127656	2.4050032557582745e-8
230	2.	89.64148669469964	0.049304216546693744
230	4.	81.53892095319783	0.05933531175139656
230	6.	73.14077762730354	0.08551423624560868
230	8.	65.12756919238815	0.12118905437866476
230	10.	57.466892507821534	0.08286458022563732
230	12.	50.43332679947201	0.1050214926196984
230	14.	44.01043539495518	0.0465210399985865
230	16.	38.38925410620393	0.17209914705730703
230	21.	23.256522775547932	0.039716416612557426
230	26.	13.927528138473	0.06378397200577582
230	31.	8.274270053079725	0.0479538416289515
230	36.	4.886189056431508	0.034060020446140815
230	41.	2.859686614893674	0.020712191431357132
230	46.	1.7036963559097982	0.0065487480467557565
230	51.	1.0021321642147651	0.009002327794711452
230	56.	0.5798216336418822	0.006341356534896065
230	61.	0.34075417545867304	0.006295856975385869
230	66.	0.2033865028755254	0.003789235361556157
230	71.	0.1155557566231754	0.0018925252158263528
230	76.	0.06909481289255706	0.000941910530267295
230	81.	0.039281585428680085	0.0007667747522262416
230	91.	0.014668835649344725	0.0003022736398997116
230	101.	0.005410814005667218	0.0001303431611941337
230	111.	0.001765411614395766	0.00007103836223671704
230	121.	0.0005899970096178849	0.000028041569056310413
230	131.	0.00042873353548160577	0.0004646598426372722
230	141.	0.00004305136182204826	7.807085826310348e-6
235	0.	96.58387135834585	5.479647927382143e-8
235	2.	90.89308277922262	0.06964187396619576
235	4.	84.37985132435692	0.03309197485826419
235	6.	77.49856544486778	0.06344167073851457
235	8.	70.58058768902569	0.11241250193744186
235	10.	64.00809271041952	0.09870610499075085
235	12.	57.88679179545619	0.03499983738098809
235	14.	51.834933552993355	0.08059346083598438
235	16.	46.46860203287109	0.07590930057005975
235	21.	32.381842182401705	0.08468951002426277
235	26.	22.28302681470107	0.09157416509294526
235	31.	15.118367991277514	0.029109082974973104
235	36.	10.276566858707188	0.06795825443312993
235	41.	6.900286100638553	0.042904274359074346
235	46.	4.66802911589717	0.023942933344454412
235	51.	3.137250270461495	0.01986859716477137
235	56.	2.109359525160952	0.02115956830673631
235	61.	1.4141250516674266	0.017486408489709986
235	66.	0.9520811346873459	0.018622879198680664
235	71.	0.6344051750326943	0.006087413851421924
235	76.	0.4251352127313171	0.005264119137279743
235	81.	0.2896653792438729	0.004124454671934439
235	91.	0.15752882608492427	0.0020440656453624925
235	101.	0.08765469751831674	0.0009162927811266068
235	111.	0.047259705695149916	0.0015889502082970814
235	121.	0.025968567543269427	0.000817232993682544
235	131.	0.013594216133347667	0.0003889803967476375
235	141.	0.007308524592790194	0.00020611810639338803
240	0.	96.6024414033775	3.5082808109373045e-8
240	2.	92.06590232178348	0.030014122264724784
240	4.	87.05968030340252	0.05294839628281763
240	6.	81.64084542825695	0.11014900300839604
240	8.	76.27148639224156	0.05182580431976662
240	10.	70.85492050229809	0.056895483777999835
240	12.	65.65267664793323	0.07156319630016254
240	14.	60.65531953207427	0.10397066917042341
240	16.	55.996970710587554	0.06803713768947546
240	21.	44.33435898941181	0.14175784753097517
240	26.	34.71382921532144	0.03559102303032826
240	31.	27.12354617555459	0.0363587915432672
240	36.	20.975634574971796	0.04674491412443513
240	41.	16.208070539292212	0.02832775046456918
240	46.	12.522615633139516	0.06458893602561361
240	51.	9.566843086164443	0.035163987132748986
240	56.	7.365532822032105	0.03818796546109948
240	61.	5.689099174182278	0.02957756848268344
240	66.	4.320155831699998	0.029125585511265813
240	71.	3.332074323962547	0.022050042428203687
240	76.	2.562108577543313	0.01203450782446729
240	81.	1.9451965540533085	0.010922169586703273
240	91.	1.401888803888399	0.014142895380039025
240	101.	0.9942298212505286	0.010664785204935153
240	111.	0.7113448714780387	0.007344384185082959
240	121.	0.5167224482606753	0.0021617538413541927
240	131.	0.3660120759698028	0.0022613580019580203
240	141.	0.26468643570385764	0.004173196895589676
245	0.	96.62069680473122	5.7341715790790525e-8
245	2.	92.7791512259905	0.031188331412097967
245	4.	88.53068943546178	0.040331608983474744
245	6.	83.96976140630605	0.07024126377980514
245	8.	79.45957602877762	0.04233963463795006
245	10.	74.76176410423291	0.07815541166931973
245	12.	70.25071473926869	0.13134393168649222
245	14.	65.89631710058622	0.1577092927842166
245	16.	61.57718801770857	0.09036886032788659
245	21.	51.76494646471518	0.08536401639457553
245	26.	43.25947553522864	0.07580600132152641
245	31.	35.84429461225053	0.1480432755659596
245	36.	29.580257282156165	0.1606102635438521
245	41.	24.231968587940212	0.08550502697592946
245	46.	19.86702949128005	0.11253499539031363
245	51.	16.324115458588256	0.05278864220860765
245	56.	13.283146572289823	0.04566442136958744
245	61.	10.894521364518164	0.059921881251931756
245	66.	8.88096172276838	0.053471244010792146
245	71.	7.19493356311541	0.039276419062694495
245	76.	5.891075392681545	0.024868538860365875
245	81.	4.787195444239774	0.01831317227603614
245	91.	3.8146934482829207	0.023240849802259836
245	101.	3.0434499010951126	0.017383622302701966
245	111.	2.4424126650323204	0.027764751156685898
245	121.	1.9617740931757912	0.019806097967821637
245	131.	1.5539041293690503	0.0076569936805490025
245	141.	1.2488869063858723	0.00897102171313396
250	0.	96.63863755873395	2.146247151194376e-8
250	2.	92.87563988105143	0.018588624337109054
250	4.	88.68832166434032	0.04378629958943876
250	6.	84.27598396362967	0.0418571427643567
250	8.	79.87331403037471	0.11656009534136894
250	10.	75.35090288076925	0.07294595335061382
250	12.	70.8956328813023	0.07588464968835563
250	14.	66.47711213028751	0.0664301203944738
250	16.	62.27351958850112	0.11003428504127578
250	21.	52.867914697099586	0.11712469457132131
250	26.	44.35823175155452	0.11425846615817475
250	31.	37.105754735553795	0.142618182888279
250	36.	30.90077863843494	0.10233521381961001
250	41.	25.67840249470646	0.0674127463161978
250	46.	21.189758458292815	0.1004151735049085
250	51.	17.52464826901548	0.0825551027524613
250	56.	14.358096501944004	0.060409483929666906
250	61.	11.86373788842777	0.05180485158700728
250	66.	9.77687068225042	0.047347734002441265
250	71.	7.991368228614593	0.022645263116450442
250	76.	6.593649932702468	0.03375771360478231
250	81.	5.3921470132361415	0.03720244398590505
250	91.	4.401701163947179	0.036727474472039716
250	101.	3.6173157263795703	0.018348273254981718
250	111.	2.9467964240936095	0.024446280692477014
250	121.	2.444026772142009	0.024075628596837522
250	131.	1.9691464411582447	0.006674806525509078
250	141.	1.6275599402201235	0.010510180146705935
255	0.	96.65628696604809	3.464992704002329e-8
255	2.	92.68903360140217	0.02261031881091451
255	4.	88.24901089383398	0.08414482375179261
255	6.	83.6734501887346	0.036624393103187436
255	8.	79.01183635464032	0.0283040078551647
255	10.	74.35146523696956	0.06877317697293651
255	12.	69.73131686399553	0.16454729383038919
255	14.	65.27326785851344	0.12589816613281532
255	16.	60.97258869347326	0.06685791893697757
255	21.	51.27503195191247	0.08148125881835584
255	26.	42.64313724848811	0.1206981430603589
255	31.	35.456116852679095	0.03601194927778134
255	36.	29.235821536207453	0.08026828617156555
255	41.	24.00991162295149	0.08072222078860629
255	46.	19.755688867007596	0.07974339484644892
255	51.	16.139601622338855	0.0916861589547153
255	56.	13.241521825123556	0.12021739618610061
255	61.	10.676014530560295	0.06099259297050353
255	66.	8.740859163875141	0.05226001609705467
255	71.	7.145348546037463	0.038088009976323715
255	76.	5.762824845185399	0.03628075962482649
255	81.	4.744651822006213	0.037425984688751884
255	91.	3.8269315215743447	0.03196092552173434
255	101.	3.133401660771381	0.01597356551378986
255	111.	2.54790998204024	0.009170249428187683
255	121.	2.075087882496004	0.01749593246772855
255	131.	1.6651732458170008	0.014144029767717468
255	141.	1.3523490947159362	0.010786241294375888
260	0.	96.67364495747599	3.7180674525207215e-8
260	2.	92.53858371274558	0.026445267137727928
260	4.	87.90431107626642	0.06446465093456626
260	6.	83.11375597960168	0.05680202965877675
260	8.	78.28174872452908	0.1472464789880396
260	10.	73.44522459277775	0.11425223175430439
260	12.	68.67273442941007	0.07752524780978368
260	14.	64.1132924150623	0.09759818077635747
260	16.	59.72046322151463	0.05742626309956083
260	21.	49.67851852748191	0.06949889981298857
260	26.	40.971415455163836	0.1226606242507506
260	31.	33.6873097423188	0.10540816275015201
260	36.	27.48624161834924	0.06956501426625075
260	41.	22.294741460787236	0.052000346753607526
260	46.	18.08996344096024	0.05345587080459959
260	51.	14.68399994784427	0.0689855390210482
260	56.	11.842883800626575	0.07765612152763735
260	61.	9.560111157002222	0.045635787585914425
260	66.	7.7396502820248525	0.035876662273652785
260	71.	6.201225941453452	0.061796649840763836
260	76.	5.014144821933851	0.011941213430061161
260	81.	4.036910976384571	0.01003966482726946
260	91.	3.2316213183364098	0.015762792071353084
260	101.	2.5885266693369773	0.011618376055235934
260	111.	2.103312701336177	0.0196241862328259
260	121.	1.6828908779753797	0.01056996164319334
260	131.	1.3471844510540683	0.0079120244544089
260	141.	1.0719710824769377	0.011380089642297553
265	0.	96.6906997665461	3.9488108057446996e-8
265	2.	92.38978144961465	0.013555034997158485
265	4.	87.58868080389841	0.027524016631695642
265	6.	82.68181439981122	0.03999332794358194
265	8.	77.7369452204192	0.07345118000030516
265	10.	72.78610892513572	0.0837013281851963
265	12.	67.9596718860942	0.09485737816276046
265	14.	63.37459086806404	0.11689521890793629
265	16.	58.81971679298786	0.06550618567226933
265	21.	48.56902756151688	0.07132102896406899
265	26.	39.93587910997996	0.0710038063360474
265	31.	32.56477526513352	0.11696399165925031
265	36.	26.466150100460073	0.06224782089878708
265	41.	21.442622964181275	0.058984106200358
265	46.	17.30715894175981	0.06570713492154395
265	51.	13.913731438473198	0.02796309256710072
265	56.	11.148625051357918	0.05670243982927696
265	61.	8.969657068928596	0.03427051417298571
265	66.	7.187117722977504	0.035770911455047384
265	71.	5.745047776142734	0.027431842167745565
265	76.	4.599885832698149	0.014367846856247547
265	81.	3.6756382436498467	0.016672023262699835
265	91.	2.954903933369109	0.028712266791418847
265	101.	2.334956582263577	0.010832366469066924
265	111.	1.8721724230720338	0.02452360148829563
265	121.	1.4993133476226275	0.007358138399609867
265	131.	1.1886236754707145	0.005146705519573655
265	141.	0.9482551794817032	0.012811805717574681
270	0.	96.70747467587732	1.7914520900097084e-8
270	2.	92.29050425700036	0.02112554338059199
270	4.	87.41369076089892	0.03674341905971785
270	6.	82.42411699943818	0.041088859646333215
270	8.	77.35135398396672	0.06274693021180773
270	10.	72.32831346317741	0.09039323482667752
270	12.	67.39877890062098	0.06674517561569011
270	14.	62.65533475103179	0.13211434603080674
270	16.	58.0701710023033	0.1204023274550793
270	21.	47.945012816471205	0.0780760625490757
270	26.	39.24796919546395	0.06671409051657304
270	31.	31.809298369663125	0.07473375872087423
270	36.	25.837995392694303	0.11513457003824339
270	41.	20.823781333696026	0.04965524253150885
270	46.	16.697344229209573	0.07752979572643319
270	51.	13.393558918879222	0.0496005210073515
270	56.	10.720641236888078	0.03423450832644882
270	61.	8.577651192318662	0.041957361233521465
270	66.	6.850900735478558	0.03303977557113627
270	71.	5.4634173989478505	0.015158760867771664
270	76.	4.336585592449546	0.018058876193316704
270	81.	3.455466227116165	0.02368015853990132
270	91.	2.763218665806218	0.02319218900770694
270	101.	2.171732328175722	0.018379057095500577
270	111.	1.7366376472494072	0.015768501698333846
270	121.	1.3593089590309781	0.010704856663537314
270	131.	1.0947732091855489	0.014458139286086996
270	141.	0.8536142539954548	0.008541456545104275
275	0.	96.72395797577995	4.473581751793312e-8
275	2.	92.43979211281102	0.02124828912405043
275	4.	87.63335672734733	0.07720208100989039
275	6.	82.64722482687958	0.024809602937404612
275	8.	77.63860804994862	0.0928406910068588
275	10.	72.65641529461423	0.07300072054582786
275	12.	67.8817185753614	0.0836683600678116
275	14.	63.13547829433169	0.07917689603476567
275	16.	58.722391283392895	0.08210895734629825
275	21.	48.555322459395214	0.04550992133440323
275	26.	39.92017078188462	0.09590815012640286
275	31.	32.619559029251896	0.06127132073914336
275	36.	26.585212133197544	0.07132803722451644
275	41.	21.516838445920186	0.07384908482057032
275	46.	17.360187732993772	0.04120518831523882
275	51.	13.997100198961403	0.08009073559544294
275	56.	11.232588448009976	0.017765600528593196
275	61.	9.062548365441351	0.0264401134757966
275	66.	7.262252168469893	0.02941227039367796
275	71.	5.830832122141332	0.03421239205693781
275	76.	4.688066064379402	0.005214751750257372
275	81.	3.7271490000207512	0.011916990238480014
275	91.	2.98250021722755	0.02325981120254592
275	101.	2.3909444434392144	0.008820690290720861
275	111.	1.880581787787021	0.0059580627421627706
275	121.	1.4867541943994893	0.008672732472082743
275	131.	1.1824912461685988	0.008367355619337189
275	141.	0.9475318663846224	0.005982241627017388
280	0.	96.7401612576035	4.105753911685638e-8
280	2.	92.49669229360178	0.029234342245443704
280	4.	87.85334890716243	0.04393530185193315
280	6.	82.98752349390685	0.0668554804075589
280	8.	78.09774756255081	0.06540162397536775
280	10.	73.29793234164819	0.07083656695798596
280	12.	68.47956058914627	0.13373969262152835
280	14.	63.88814403391972	0.08238907666467826
280	16.	59.45234111360661	0.05603325913141733
280	21.	49.744750557184226	0.06296965112519792
280	26.	41.35105639280356	0.10254067974379019
280	31.	34.04463559314517	0.059332295141855916
280	36.	28.067933611620827	0.056391473698209536
280	41.	22.840980230881026	0.044009670841326815
280	46.	18.737702312126345	0.05952908609919647
280	51.	15.199241663718732	0.06137359178931209
280	56.	12.41899970775196	0.05463527691087818
280	61.	10.026626372924758	0.08046228171863638
280	66.	8.200670996160943	0.03659546984623049
280	71.	6.620351833872218	0.037991950667617264
280	76.	5.343524812538009	0.03485467887218612
280	81.	4.332566831892182	0.030207183794019547
280	91.	3.5200669055186014	0.030221955001519404
280	101.	2.8317198242636463	0.01795332877349094
280	111.	2.270988214160859	0.015780858027680977
280	121.	1.8436004901072802	0.006632218833965572
280	131.	1.4806185181216918	0.005447184835611703
280	141.	1.1990952225414488	0.012941405011093095
285	0.	96.75609626293135	3.0113369151523224e-8
285	2.	92.94022005223283	0.019776423150832605
285	4.	88.7300437195095	0.05562239321214574
285	6.	84.39574729485155	0.027537743635259987
285	8.	79.89506797383066	0.11338777714801324
285	10.	75.48338062940161	0.017916054926194653
285	12.	71.01424993808617	0.0787594147158528
285	14.	66.82712494875314	0.12870852897545454
285	16.	62.684063943430445	0.15454393195163055
285	21.	53.749304798062724	0.10170650929436853
285	26.	45.85878246554254	0.0909979679735315
285	31.	38.871835835157995	0.07523281966146984
285	36.	32.840201662561405	0.12417242854921096
285	41.	27.573678247021682	0.10561295814045933
285	46.	23.141413222633297	0.07721421095812077
285	51.	19.353643992871287	0.04369610174702162
285	56.	16.190325728684517	0.058667301100717384
285	61.	13.508512222456401	0.07173239657923954
285	66.	11.2791679773714	0.08664844472832238
285	71.	9.361993266037102	0.04043308996250284
285	76.	7.807814402447834	0.04304436980998754
285	81.	6.487871923069534	0.039781465327018276
285	91.	5.442180738238413	0.023629905416688034
285	101.	4.57831954523272	0.01778724710998611
285	111.	3.8669752549571084	0.02853206691252283
285	121.	3.216256476954449	0.028659451942474084
285	131.	2.7147502240553885	0.014444912049050252
285	141.	2.2691140537937833	0.010700867021933302
290	0.	96.77175106575365	3.4106005394350786e-8
290	2.	93.64874974847262	0.023104461328830254
290	4.	90.16698415708801	0.024181120529118763
290	6.	86.58511609649769	0.03245170478505675
290	8.	82.89614191506466	0.037332001003735855
290	10.	79.18239259704782	0.09697490898529142
290	12.	75.51150981134153	0.06340613585774192
290	14.	71.7536449569027	0.09870442339647204
290	16.	68.15502178791523	0.13110053834849222
290	21.	60.81899495466755	0.15028634577862368
290	26.	54.01828368039513	0.08850489276533222
290	31.	47.67315241114211	0.09896936173770463
290	36.	42.11298748608696	0.11436311134097067
290	41.	37.04622159461658	0.10735463183334235
290	46.	32.47250468192761	0.044157789199025646
290	51.	28.322940497330297	0.08066470156521893
290	56.	24.731065650097342	0.07948883589807884
290	61.	21.66131819529083	0.06446162246994172
290	66.	18.792142749942304	0.033494787993003546
290	71.	16.36951008978759	0.11308767355199675
290	76.	14.266187826124607	0.05386080980312674
290	81.	12.353711002468883	0.04867961521816723
290	91.	10.948881916332043	0.07092811115006883
290	101.	9.754934073204856	0.036833804731340736
290	111.	8.635693179030039	0.015807476349907198
290	121.	7.647411317028138	0.02993600435421888
290	131.	6.809547908548311	0.06519883942548761
290	141.	5.978830306998538	0.02109092028013262
295	0.	96.78714913947088	3.118534296955896e-8
295	2.	94.65006013522176	0.029476658614868038
295	4.	92.29547395723613	0.034131894226631654
295	6.	89.80739479695143	0.07575898505891362
295	8.	87.23532367940734	0.04980365441222544
295	10.	84.61323680556183	0.07218677384545816
295	12.	81.96042715937904	0.12560960953063466
295	14.	79.30929397873594	0.1140885208230286
295	16.	76.5465768302446	0.09037057173768721
295	21.	71.47552058606715	0.058493673689920755
295	26.	66.60379552236876	0.11730368628946612
295	31.	61.74713568091873	0.07499027274009343
295	36.	57.04188746437116	0.10977804914857398
295	41.	52.770496551437205	0.11675545540854647
295	46.	48.8175155148228	0.16036985090390368
295	51.	44.84258894919148	0.22177804748150348
295	56.	41.23995884011095	0.12226974754606283
295	61.	37.80029400153731	0.0725518182088822
295	66.	34.646064698888715	0.08414309315731117
295	71.	31.805733686128075	0.07550664692820053
295	76.	29.249350905337185	0.055430097483834526
295	81.	26.721995750020273	0.10918309827104285
295	91.	24.9832925020995	0.06142592341039048
295	101.	23.458851977272364	0.09385989056661627
295	111.	21.976927547160557	0.10687557576496794
295	121.	20.688756396691293	0.098513384359092
295	131.	19.37254384224105	0.15884223064860364
295	141.	18.20026737407953	0.09974668877139423
300	0.	96.80226694621568	1.6707702243496903e-8
300	2.	95.42284777134886	0.018842790324862874
300	4.	93.91619502617617	0.020253486449381092
300	6.	92.31726048791428	0.02123499672001328
300	8.	90.65022251988417	0.054180285885864814
300	10.	88.89283252767498	0.030264360557807814
300	12.	87.12623187414985	0.019575244083528832
300	14.	85.35879025533312	0.08139134959275993
300	16.	83.49285788596723	0.08161854723244137
300	21.	80.34102215461047	0.041359804351599486
300	26.	77.19043736849454	0.0945364897945996
300	31.	73.94481452232249	0.1153077662781565
300	36.	70.8270860848197	0.05175792067960692
300	41.	67.61651531541844	0.06199417362207699
300	46.	64.4257352682465	0.16718947208053656
300	51.	61.56120390915915	0.09899607502943752
300	56.	58.569323510119006	0.17038947068549748
300	61.	55.75772524299042	0.08768364585794147
300	66.	52.92384390215452	0.13744951201186795
300	71.	50.264526422071064	0.1067558080212131
300	76.	47.79288073921074	0.11759226917694678
300	81.	45.18087384423593	0.14004263763660657
300	91.	43.33897297883529	0.1336663089352185
300	101.	41.694736304204206	0.08333556771683237
300	111.	40.07959003110797	0.05567235440834684
300	121.	38.46770013994832	0.10974047097508631
300	131.	37.03602694411377	0.10275468504753783
300	141.	35.597598646600474	0.08136235649722724
